id_sensor,avenida,barrio,timestamp,vehiculos,velocidad_promedio,nivel_congestion,latitud,longitud
9846,Rivadavia,Constitucion,2026-05-26 07:00:43.114330,560,13.03,Medio,-34.62819119986443,-58.38640888003002
6920,Corrientes,Caballito,2026-05-26 07:02:43.114330,973,29.56,Alto,-34.62103953161727,-58.44172030043125
1468,9 de Julio,Belgrano,2026-05-26 07:04:43.114330,1186,45.23,Alto,-34.560074529192285,-58.45823372613901
4090,Santa Fe,Caballito,2026-05-26 07:06:43.114330,410,34.34,Medio,-34.62114803823941,-58.44662307280679
1713,Libertador,Caballito,2026-05-26 07:08:43.114330,584,29.87,Medio,-34.623367165224984,-58.44483967504423
3502,Belgrano,Microcentro,2026-05-26 07:10:43.114330,890,15.47,Medio,-34.602010115597054,-58.381766989420974
8262,Juan B. Justo,Palermo,2026-05-26 07:12:43.114330,225,12.74,Bajo,-34.58450987921045,-58.42541573761857
8794,9 de Julio,Caballito,2026-05-26 07:14:43.114330,1328,56.27,Alto,-34.6202074989413,-58.440736039804435
4503,Paseo Colon,Palermo,2026-05-26 07:16:43.114330,76,54.03,Bajo,-34.589040002840875,-58.43167752062113
9422,Juan B. Justo,Almagro,2026-05-26 07:18:43.114330,386,13.45,Bajo,-34.61086974595918,-58.424250158373304
6691,Santa Fe,Flores,2026-05-26 07:20:43.114330,1015,62.59,Alto,-34.63197982014082,-58.46494224757532
3700,Belgrano,Recoleta,2026-05-26 07:22:43.114330,879,22.49,Medio,-34.58852291739092,-58.39330087170986
9605,Cabildo,Palermo,2026-05-26 07:24:43.114330,1088,36.33,Alto,-34.588447048624744,-58.4290834428626
8748,Paseo Colon,Puerto Madero,2026-05-26 07:26:43.114330,406,52.86,Medio,-34.609978395029145,-58.35906973399159
6809,Callao,Retiro,2026-05-26 07:28:43.114330,1086,27.13,Alto,-34.59348089253898,-58.37675372282977
3745,Juan B. Justo,Palermo,2026-05-26 07:30:43.114330,1360,51.01,Alto,-34.58495541253976,-58.42856974305467
2934,Libertador,Constitucion,2026-05-26 07:32:43.114330,573,39.91,Medio,-34.624185561393,-58.37932929081985
2045,Callao,Almagro,2026-05-26 07:34:43.114330,1130,47.02,Alto,-34.60645830795519,-58.42269083590721
1415,Belgrano,Palermo,2026-05-26 07:36:43.114330,382,22.45,Bajo,-34.58502609250832,-58.42525017342699
6052,Corrientes,Puerto Madero,2026-05-26 07:38:43.114330,644,55.76,Medio,-34.61603969610056,-58.36209044706157
7422,9 de Julio,Caballito,2026-05-26 07:40:43.114330,1253,57.12,Alto,-34.61707086108537,-58.44187529377264
2061,Paseo Colon,Almagro,2026-05-26 07:42:43.114330,1370,34.67,Alto,-34.6051280429907,-58.41935346297419
2171,9 de Julio,Caballito,2026-05-26 07:44:43.114330,710,15.34,Medio,-34.61781715938843,-58.446475127388396
1428,Santa Fe,Puerto Madero,2026-05-26 07:46:43.114330,845,39.13,Medio,-34.61313230107954,-58.36680221876377
1425,25 de Mayo,Microcentro,2026-05-26 07:48:43.114330,1379,45.31,Alto,-34.60365066897773,-58.380812884679656
3909,Juan B. Justo,Palermo,2026-05-26 07:50:43.114330,373,15.31,Bajo,-34.58800610886834,-58.43159674608678
4374,Libertador,Flores,2026-05-26 07:52:43.114330,1135,42.76,Alto,-34.62645639121414,-58.46469554485439
6052,Cabildo,Puerto Madero,2026-05-26 07:54:43.114330,975,53.77,Alto,-34.61048615251118,-58.366728335679284
6678,Corrientes,Flores,2026-05-26 07:56:43.114330,767,47.54,Medio,-34.63295301888484,-58.45562396231913
1639,Juan B. Justo,Microcentro,2026-05-26 07:58:43.114330,710,67.25,Medio,-34.60026156579549,-58.38143010440033
8900,Libertador,Belgrano,2026-05-26 08:00:43.114330,1062,50.1,Alto,-34.56049885238584,-58.46054487787688
8354,Libertador,Almagro,2026-05-26 08:02:43.114330,768,47.64,Medio,-34.606843933942194,-58.41597964263509
1853,Paseo Colon,Retiro,2026-05-26 08:04:43.114330,989,54.72,Alto,-34.595547967551596,-58.37579197316944
6691,Libertador,Gral. San Martín,2026-05-26 08:06:43.114330,1304,52.42,Alto,34.3392953105068,58.31733838592325
6564,Callao,Microcentro,2026-05-26 08:08:43.114330,95,54.71,Bajo,-34.60796909586009,-58.38295238827148
3790,Callao,Palermo,2026-05-26 08:10:43.114330,327,20.95,Bajo,-34.585544022376276,-58.43475809918815
7532,Juan B. Justo,Retiro,2026-05-26 08:12:43.114330,105,17.05,Bajo,-34.5871163207798,-58.3753238214311
4717,9 de Julio,Flores,2026-05-26 08:14:43.114330,1312,38.02,Alto,-34.63085091373608,-58.4607821057881
9348,Cabildo,Microcentro,2026-05-26 08:16:43.114330,769,34.08,Medio,-34.60630429935594,-58.38310275446279
5391,25 de Mayo,Puerto Madero,2026-05-26 08:18:43.114330,433,33.19,Medio,-34.615879954252115,-58.3636146186711
8115,Santa Fe,Recoleta,2026-05-26 08:20:43.114330,99,65.56,Bajo,-34.58398782961222,-58.39931882773188
5024,Santa Fe,Almagro,2026-05-26 08:22:43.114330,597,28.29,Medio,-34.605109119268114,-58.42402596012934
5943,Callao,Retiro,2026-05-26 08:24:43.114330,1109,64.36,Alto,-34.59003346703283,-58.370985767395844
8470,9 de Julio,Caballito,2026-05-26 08:26:43.114330,1114,67.75,Alto,-34.61738554974056,-58.44021089506581
7101,Rivadavia,Constitucion,2026-05-26 08:28:43.114330,686,37.18,Medio,-34.62960219327906,-58.38393648984111
4518,Rivadavia,Caballito,2026-05-26 08:30:43.114330,1172,41.96,Alto,-34.62076567460655,-58.44334071040606
6349,Rivadavia,Palermo,2026-05-26 08:32:43.114330,1332,32.72,Alto,-34.58389815680878,-58.42538156930731
1368,25 de Mayo,Retiro,2026-05-26 08:34:43.114330,1218,46.9,Alto,-34.58905638906887,-58.37348981243005
1543,25 de Mayo,Belgrano,2026-05-26 08:36:43.114330,1371,60.06,Alto,-34.55867160533152,-58.46033970537587
4350,Paseo Colon,Gral. San Martín,2026-05-26 08:38:43.114330,1456,33.4,Alto,34.346420021598114,58.32050929815343
7408,Santa Fe,Gral. San Martín,2026-05-26 08:40:43.114330,807,47.6,Medio,34.33970440179545,58.319987991149866
8804,25 de Mayo,Recoleta,2026-05-26 08:42:43.114330,1164,16.0,Alto,-34.5854306478753,-58.40147137425838
4003,Callao,Microcentro,2026-05-26 08:44:43.114330,1169,39.74,Alto,-34.60211969265532,-58.38011061732812
8479,Paseo Colon,Flores,2026-05-26 08:46:43.114330,1123,64.12,Alto,-34.63201495644381,-58.45536675232215
7037,9 de Julio,Almagro,2026-05-26 08:48:43.114330,427,60.68,Medio,-34.60563410433158,-58.41928190083402
9259,9 de Julio,Gral. San Martín,2026-05-26 08:50:43.114330,446,35.19,Medio,34.348130537878546,58.32101501783366
6236,25 de Mayo,Caballito,2026-05-26 08:52:43.114330,1464,44.87,Alto,-34.61892094803256,-58.44015337898601
5783,Belgrano,Constitucion,2026-05-26 08:54:43.114330,610,52.52,Medio,-34.62856180891701,-58.385729915603655
9944,Juan B. Justo,Flores,2026-05-26 08:56:43.114330,51,27.62,Bajo,-34.62946617280101,-58.46179904174561
5112,Juan B. Justo,Puerto Madero,2026-05-26 08:58:43.114330,1470,40.93,Alto,-34.61341257392506,-58.367406413618745
5807,25 de Mayo,Caballito,2026-05-26 09:00:43.114330,892,26.53,Medio,-34.61865364079845,-58.44512622119876
1719,Libertador,Flores,2026-05-26 09:02:43.114330,976,40.38,Alto,-34.627799355657096,-58.455063609289994
5452,Belgrano,Caballito,2026-05-26 09:04:43.114330,119,11.5,Bajo,-34.621349085551316,-58.446701931101394
8327,Corrientes,Retiro,2026-05-26 09:06:43.114330,143,52.67,Bajo,-34.59124305243216,-58.37601337064929
3322,Corrientes,Almagro,2026-05-26 09:08:43.114330,1202,43.17,Alto,-34.608608641234646,-58.42009083334658
4917,Libertador,Puerto Madero,2026-05-26 09:10:43.114330,477,67.89,Medio,-34.612840415551965,-58.365182813181825
6727,Belgrano,Almagro,2026-05-26 09:12:43.114330,1292,33.76,Alto,-34.60848017575493,-58.42216634435959
3997,Callao,Flores,2026-05-26 09:14:43.114330,1367,25.81,Alto,-34.62613747118215,-58.458000969568985
6630,Juan B. Justo,Almagro,2026-05-26 09:16:43.114330,1458,46.34,Alto,-34.613635757351155,-58.42450033824618
4432,Santa Fe,Gral. San Martín,2026-05-26 09:18:43.114330,995,33.02,Alto,34.33945716971152,58.32339922386117
2719,Callao,Flores,2026-05-26 09:20:43.114330,271,23.72,Bajo,-34.63294724297624,-58.45590345169605
8818,Libertador,Retiro,2026-05-26 09:22:43.114330,703,10.76,Medio,-34.5892872677645,-58.377066667236164
1235,Paseo Colon,Belgrano,2026-05-26 09:24:43.114330,1153,30.33,Alto,-34.56497248037402,-58.453222726120515
6567,9 de Julio,Retiro,2026-05-26 09:26:43.114330,712,59.88,Medio,-34.58881808443032,-58.37138474934627
3056,Santa Fe,Flores,2026-05-26 09:28:43.114330,1179,15.41,Alto,-34.6254431618845,-58.45936772983798
5769,Callao,Microcentro,2026-05-26 09:30:43.114330,558,68.53,Medio,-34.60079397403159,-58.38476429694101
1592,Libertador,Microcentro,2026-05-26 09:32:43.114330,1358,52.31,Alto,-34.60484140846913,-58.38169670721412
3211,Callao,Belgrano,2026-05-26 09:34:43.114330,146,65.52,Bajo,-34.56303808239181,-58.45153020319788
1461,9 de Julio,Flores,2026-05-26 09:36:43.114330,1266,55.2,Alto,-34.63004439733743,-58.4561854851224
1400,Corrientes,Puerto Madero,2026-05-26 09:38:43.114330,698,38.0,Medio,-34.612521462360554,-58.36291339250989
2218,25 de Mayo,Constitucion,2026-05-26 09:40:43.114330,951,55.08,Alto,-34.63161773261234,-58.38434651475486
4860,25 de Mayo,Flores,2026-05-26 09:42:43.114330,1067,27.11,Alto,-34.626593939500545,-58.461963259926414
7155,25 de Mayo,Retiro,2026-05-26 09:44:43.114330,933,64.99,Alto,-34.595630561399545,-58.37620046191369
1567,Libertador,Palermo,2026-05-26 09:46:43.114330,953,38.8,Alto,-34.587454756660655,-58.425722016469486
5679,Belgrano,Recoleta,2026-05-26 09:48:43.114330,853,38.11,Medio,-34.59380171987773,-58.3959562957373
3592,Cabildo,Puerto Madero,2026-05-26 09:50:43.114330,640,16.21,Medio,-34.608438646355154,-58.36478932613417
7528,25 de Mayo,Almagro,2026-05-26 09:52:43.114330,652,60.53,Medio,-34.61413160571429,-58.42179361511059
3521,Callao,Puerto Madero,2026-05-26 09:54:43.114330,1411,17.84,Alto,-34.61604351547304,-58.35888815705876
5729,Belgrano,Puerto Madero,2026-05-26 09:56:43.114330,546,44.9,Medio,-34.613673175916034,-58.36479868764862
7529,25 de Mayo,Flores,2026-05-26 09:58:43.114330,925,47.73,Alto,-34.630333211072326,-58.46181281510785
8342,Paseo Colon,Caballito,2026-05-26 10:00:43.114330,120,15.73,Bajo,-34.62332767269246,-58.440622128451665
7299,Belgrano,Retiro,2026-05-26 10:02:43.114330,327,49.76,Bajo,-34.58881940392546,-58.37957486021519
3514,Santa Fe,Almagro,2026-05-26 10:04:43.114330,103,35.21,Bajo,-34.61404804740663,-58.423284527979376
2499,Corrientes,Gral. San Martín,2026-05-26 10:06:43.114330,1329,10.34,Alto,34.342766008600464,58.31771079454516
6927,Callao,Palermo,2026-05-26 10:08:43.114330,1408,19.3,Alto,-34.587926763777176,-58.42920607712218
4982,Rivadavia,Almagro,2026-05-26 10:10:43.114330,333,47.88,Bajo,-34.60742225925302,-58.42270514282561
7915,9 de Julio,Belgrano,2026-05-26 10:12:43.114330,120,25.8,Bajo,-34.56131244287545,-58.45945973581684
4781,Paseo Colon,Puerto Madero,2026-05-26 10:14:43.114330,1397,39.73,Alto,-34.61005454308667,-58.36060512917529
3031,Callao,Almagro,2026-05-26 10:16:43.114330,677,64.19,Medio,-34.612274239593965,-58.41588994626396
1989,Santa Fe,Gral. San Martín,2026-05-26 10:18:43.114330,1202,51.29,Alto,34.34344629176693,58.32060169767478
4841,Rivadavia,Palermo,2026-05-26 10:20:43.114330,1209,65.05,Alto,-34.586432074207174,-58.43152546544672
1228,9 de Julio,Constitucion,2026-05-26 10:22:43.114330,1245,49.36,Alto,-34.62670051123231,-58.37854371989628
2016,Paseo Colon,Gral. San Martín,2026-05-26 10:24:43.114330,1266,53.61,Alto,34.34249404832994,58.324690702132514
7160,Juan B. Justo,Almagro,2026-05-26 10:26:43.114330,1444,50.48,Alto,-34.60899020131215,-58.415827688529035
3731,25 de Mayo,Palermo,2026-05-26 10:28:43.114330,545,67.46,Medio,-34.585074480594415,-58.43218323703541
1155,Cabildo,Flores,2026-05-26 10:30:43.114330,398,45.93,Bajo,-34.63119383343182,-58.464877473916495
2629,25 de Mayo,Constitucion,2026-05-26 10:32:43.114330,349,69.39,Bajo,-34.62493225476217,-58.37774978462476
9067,9 de Julio,Recoleta,2026-05-26 10:34:43.114330,912,10.76,Alto,-34.59078110905021,-58.39493870156181
1125,Corrientes,Gral. San Martín,2026-05-26 10:36:43.114330,115,25.42,Bajo,34.34142193793024,58.321623882937445
9444,Belgrano,Microcentro,2026-05-26 10:38:43.114330,56,31.59,Bajo,-34.606478693261195,-58.3833471915145
7414,Belgrano,Recoleta,2026-05-26 10:40:43.114330,954,22.64,Alto,-34.58784998682786,-58.395022707332046
8325,9 de Julio,Retiro,2026-05-26 10:42:43.114330,503,45.12,Medio,-34.59441463933902,-58.37236766330168
9359,Santa Fe,Palermo,2026-05-26 10:44:43.114330,887,28.24,Medio,-34.584683389190296,-58.43250828211723
1356,Juan B. Justo,Belgrano,2026-05-26 10:46:43.114330,823,42.07,Medio,-34.558600272224886,-58.45189249727168
5004,Corrientes,Caballito,2026-05-26 10:48:43.114330,325,56.82,Bajo,-34.61591540410393,-58.44127251013367
6751,9 de Julio,Recoleta,2026-05-26 10:50:43.114330,1247,46.25,Alto,-34.5876622307344,-58.39367766023556
8279,Juan B. Justo,Palermo,2026-05-26 10:52:43.114330,110,42.34,Bajo,-34.58817741992704,-58.42521429717099
1415,Callao,Palermo,2026-05-26 10:54:43.114330,922,46.25,Alto,-34.591508384696745,-58.43198165480427
4737,Callao,Belgrano,2026-05-26 10:56:43.114330,285,17.26,Bajo,-34.56524951470091,-58.45785325179451
6337,Santa Fe,Caballito,2026-05-26 10:58:43.114330,1469,21.64,Alto,-34.61993203858187,-58.43723578022624
8128,Paseo Colon,Flores,2026-05-26 11:00:43.114330,1049,24.65,Alto,-34.626841083484095,-58.46155450736005
3883,Callao,Retiro,2026-05-26 11:02:43.114330,341,33.07,Bajo,-34.59453858569727,-58.37342767974808
8075,9 de Julio,Caballito,2026-05-26 11:04:43.114330,1439,67.04,Alto,-34.62307037162845,-58.44224192169837
3708,Rivadavia,Microcentro,2026-05-26 11:06:43.114330,800,61.69,Medio,-34.60606298844002,-58.37704060119969
7963,Belgrano,Almagro,2026-05-26 11:08:43.114330,955,17.15,Alto,-34.608320750188675,-58.41534211546451
9275,Rivadavia,Retiro,2026-05-26 11:10:43.114330,1120,23.13,Alto,-34.58981431313596,-58.378183516020705
7923,Juan B. Justo,Almagro,2026-05-26 11:12:43.114330,530,36.85,Medio,-34.614136796931575,-58.41984446763907
2757,Belgrano,Caballito,2026-05-26 11:14:43.114330,1319,18.14,Alto,-34.61716588408866,-58.43763780075432
1820,Libertador,Almagro,2026-05-26 11:16:43.114330,1083,66.35,Alto,-34.612615041541254,-58.421365495487315
8627,Rivadavia,Almagro,2026-05-26 11:18:43.114330,391,23.84,Bajo,-34.61433746765253,-58.421396154158494
1203,9 de Julio,Retiro,2026-05-26 11:20:43.114330,1293,48.03,Alto,-34.588042225056014,-58.37208983467752
7328,Belgrano,Microcentro,2026-05-26 11:22:43.114330,523,43.9,Medio,-34.60367223672237,-58.38200371256567
8339,Juan B. Justo,Palermo,2026-05-26 11:24:43.114330,1102,57.75,Alto,-34.5837912581074,-58.4324392363173
5862,25 de Mayo,Gral. San Martín,2026-05-26 11:26:43.114330,296,25.78,Bajo,34.34552901436371,58.32263073265513
4316,25 de Mayo,Caballito,2026-05-26 11:28:43.114330,101,67.04,Bajo,-34.62295657229285,-58.442557975447535
9984,Libertador,Recoleta,2026-05-26 11:30:43.114330,724,55.18,Medio,-34.588635015427315,-58.39864580686555
5441,Belgrano,Microcentro,2026-05-26 11:32:43.114330,1242,65.18,Alto,-34.6052627205247,-58.37730676464797
2781,Paseo Colon,Gral. San Martín,2026-05-26 11:34:43.114330,1354,58.37,Alto,34.341691899846914,58.32575523926064
2188,Libertador,Palermo,2026-05-26 11:36:43.114330,1004,18.15,Alto,-34.589154424046335,-58.428539894097824
2468,Corrientes,Belgrano,2026-05-26 11:38:43.114330,350,44.52,Bajo,-34.5649064079356,-58.45534193625489
8271,Juan B. Justo,Flores,2026-05-26 11:40:43.114330,911,46.21,Alto,-34.6285634530477,-58.460856384231
5667,Santa Fe,Belgrano,2026-05-26 11:42:43.114330,1452,27.04,Alto,-34.56485280650872,-58.46063116048786
2376,Callao,Puerto Madero,2026-05-26 11:44:43.114330,651,57.77,Medio,-34.61369608857655,-58.35937019752575
1791,Libertador,Microcentro,2026-05-26 11:46:43.114330,1340,42.67,Alto,-34.607641382824944,-58.38603515636323
5895,Belgrano,Puerto Madero,2026-05-26 11:48:43.114330,91,55.91,Bajo,-34.612483673775984,-58.364670080381536
6479,Rivadavia,Flores,2026-05-26 11:50:43.114330,100,49.72,Bajo,-34.63266757350097,-58.45599728034936
9998,Corrientes,Caballito,2026-05-26 11:52:43.114330,839,26.43,Medio,-34.619744958069425,-58.442935182288984
1730,Paseo Colon,Almagro,2026-05-26 11:54:43.114330,213,30.86,Bajo,-34.61011127690652,-58.41750712750141
3955,9 de Julio,Retiro,2026-05-26 11:56:43.114330,1134,34.08,Alto,-34.59596974507951,-58.37471223797211
2520,Santa Fe,Belgrano,2026-05-26 11:58:43.114330,1378,27.46,Alto,-34.55893975490954,-58.45462359023361
4100,Paseo Colon,Almagro,2026-05-26 12:00:43.114330,765,12.76,Medio,-34.61488796121719,-58.41673451805516
2504,Libertador,Microcentro,2026-05-26 12:02:43.114330,906,68.79,Alto,-34.6003083818744,-58.38502590082654
6612,Callao,Constitucion,2026-05-26 12:04:43.114330,1158,57.62,Alto,-34.62290110635551,-58.381366412079636
6565,Juan B. Justo,Microcentro,2026-05-26 12:06:43.114330,1322,61.21,Alto,-34.59889425145458,-58.380317700263454
9073,25 de Mayo,Belgrano,2026-05-26 12:08:43.114330,145,58.79,Bajo,-34.5669695409399,-58.45383505737142
4531,Corrientes,Puerto Madero,2026-05-26 12:10:43.114330,644,65.25,Medio,-34.61204970464504,-58.36495016275656
7506,25 de Mayo,Gral. San Martín,2026-05-26 12:12:43.114330,731,51.71,Medio,34.34033534456343,58.32355309737197
1499,Paseo Colon,Gral. San Martín,2026-05-26 12:14:43.114330,1424,39.03,Alto,34.339135216337745,58.31963306433901
6177,Rivadavia,Caballito,2026-05-26 12:16:43.114330,971,66.47,Alto,-34.618398577745744,-58.44570654169959
2154,Belgrano,Palermo,2026-05-26 12:18:43.114330,423,10.37,Medio,-34.59011279120472,-58.434846097090094
5346,Belgrano,Palermo,2026-05-26 12:20:43.114330,1005,35.2,Alto,-34.5830256096314,-58.42800143818155
5799,Belgrano,Microcentro,2026-05-26 12:22:43.114330,758,40.8,Medio,-34.60139558345324,-58.37890212078292
1780,Libertador,Caballito,2026-05-26 12:24:43.114330,1376,68.43,Alto,-34.620261350945825,-58.44107253416307
6081,Cabildo,Flores,2026-05-26 12:26:43.114330,115,11.86,Bajo,-34.62528703236159,-58.45935482902027
7748,9 de Julio,Puerto Madero,2026-05-26 12:28:43.114330,558,49.01,Medio,-34.60844844262263,-58.36032653660261
3504,9 de Julio,Constitucion,2026-05-26 12:30:43.114330,922,62.41,Alto,-34.631773885517845,-58.38504093233439
4860,Juan B. Justo,Almagro,2026-05-26 12:32:43.114330,1088,41.26,Alto,-34.61119060491398,-58.41519892813887
9613,Libertador,Gral. San Martín,2026-05-26 12:34:43.114330,1458,47.99,Alto,34.34831478712908,58.32579390144413
6886,Callao,Caballito,2026-05-26 12:36:43.114330,1223,18.87,Alto,-34.61544942021354,-58.44562448323834
9000,25 de Mayo,Constitucion,2026-05-26 12:38:43.114330,114,57.41,Bajo,-34.623051309691974,-58.38337165648791
5916,Paseo Colon,Microcentro,2026-05-26 12:40:43.114330,1231,66.26,Alto,-34.605056973555456,-58.38227277078808
3358,Callao,Flores,2026-05-26 12:42:43.114330,643,39.35,Medio,-34.625964298738424,-58.45723555634265
3854,9 de Julio,Puerto Madero,2026-05-26 12:44:43.114330,1265,60.19,Alto,-34.61197523449371,-58.36485166453426
2399,Cabildo,Flores,2026-05-26 12:46:43.114330,121,14.22,Bajo,-34.63090557042278,-58.45848300698489
5012,Rivadavia,Microcentro,2026-05-26 12:48:43.114330,689,33.95,Medio,-34.608065518433534,-58.38437062018589
7103,Belgrano,Recoleta,2026-05-26 12:50:43.114330,1245,57.93,Alto,-34.589867372260976,-58.39763480614162
4447,Juan B. Justo,Flores,2026-05-26 12:52:43.114330,440,27.37,Medio,-34.63215080870822,-58.4623448226724
5448,9 de Julio,Belgrano,2026-05-26 12:54:43.114330,1385,37.01,Alto,-34.563544194493296,-58.45344680294996
1367,Rivadavia,Gral. San Martín,2026-05-26 12:56:43.114330,931,65.68,Alto,34.34049131486856,58.32173098309998
7620,Rivadavia,Flores,2026-05-26 12:58:43.114330,1187,31.56,Alto,-34.63040246101418,-58.46088369221161
8224,25 de Mayo,Recoleta,2026-05-26 13:00:43.114330,1133,66.43,Alto,-34.588184039154115,-58.40018289700177
4455,Cabildo,Constitucion,2026-05-26 13:02:43.114330,484,32.27,Medio,-34.62983562524364,-58.38294450483482
6236,25 de Mayo,Constitucion,2026-05-26 13:04:43.114330,323,56.36,Bajo,-34.62700402761478,-58.38045048178524
8653,Callao,Constitucion,2026-05-26 13:06:43.114330,1437,34.89,Alto,-34.62939128682098,-58.38497087761805
3205,Corrientes,Puerto Madero,2026-05-26 13:08:43.114330,239,40.58,Bajo,-34.610169664677365,-58.36567826023279
4719,Juan B. Justo,Puerto Madero,2026-05-26 13:10:43.114330,96,69.82,Bajo,-34.61390179557444,-58.36366058175812
9699,Paseo Colon,Constitucion,2026-05-26 13:12:43.114330,363,58.1,Bajo,-34.624091016224824,-58.383559563181656
1587,Juan B. Justo,Caballito,2026-05-26 13:14:43.114330,396,40.13,Bajo,-34.62309564837996,-58.44364087136358
4437,Belgrano,Palermo,2026-05-26 13:16:43.114330,799,30.1,Medio,-34.58407824357551,-58.43356079978089
5399,Juan B. Justo,Recoleta,2026-05-26 13:18:43.114330,616,58.77,Medio,-34.59342042093591,-58.392522366431734
4539,Rivadavia,Almagro,2026-05-26 13:20:43.114330,824,17.76,Medio,-34.60743600825711,-58.42434694641314
4879,Paseo Colon,Constitucion,2026-05-26 13:22:43.114330,1064,16.45,Alto,-34.629281803542696,-58.38065346192131
5585,Cabildo,Gral. San Martín,2026-05-26 13:24:43.114330,1125,23.95,Alto,34.3414730724651,58.31803183021883
1097,Corrientes,Flores,2026-05-26 13:26:43.114330,277,22.62,Bajo,-34.63102399092322,-58.461506169521336
6970,Corrientes,Gral. San Martín,2026-05-26 13:28:43.114330,1201,48.23,Alto,34.34601011659243,58.32510474474125
7531,Rivadavia,Flores,2026-05-26 13:30:43.114330,1443,63.61,Alto,-34.63461201577473,-58.45691994541853
5777,9 de Julio,Flores,2026-05-26 13:32:43.114330,968,38.57,Alto,-34.62598092752042,-58.45784035726456
9933,Cabildo,Flores,2026-05-26 13:34:43.114330,1247,47.7,Alto,-34.63188657660448,-58.45620945299428
2465,Juan B. Justo,Puerto Madero,2026-05-26 13:36:43.114330,951,14.57,Alto,-34.6102834337753,-58.367271371699815
6655,Corrientes,Palermo,2026-05-26 13:38:43.114330,1488,66.63,Alto,-34.592417144113924,-58.429238981853004
1019,Santa Fe,Gral. San Martín,2026-05-26 13:40:43.114330,147,32.2,Bajo,34.34494466752839,58.318625325682255
3307,Cabildo,Caballito,2026-05-26 13:42:43.114330,1317,54.19,Alto,-34.614327188005205,-58.43865369981091
2638,25 de Mayo,Puerto Madero,2026-05-26 13:44:43.114330,1047,38.76,Alto,-34.613144613354,-58.365498091897614
2148,Paseo Colon,Microcentro,2026-05-26 13:46:43.114330,738,69.06,Medio,-34.60738029757197,-58.38641297775127
4554,25 de Mayo,Retiro,2026-05-26 13:48:43.114330,1326,19.32,Alto,-34.59354461188312,-58.376156204733356
1456,Callao,Microcentro,2026-05-26 13:50:43.114330,249,27.52,Bajo,-34.60691911672123,-58.378101930808526
7159,Belgrano,Gral. San Martín,2026-05-26 13:52:43.114330,374,46.51,Bajo,34.3423264672658,58.32361183917228
9910,Libertador,Flores,2026-05-26 13:54:43.114330,1413,28.94,Alto,-34.634176642924736,-58.45961353463642
6384,Santa Fe,Constitucion,2026-05-26 13:56:43.114330,1472,16.82,Alto,-34.62240810417749,-58.37667981693956
2215,Callao,Constitucion,2026-05-26 13:58:43.114330,278,36.85,Bajo,-34.62297538065625,-58.38394033044253
9574,Libertador,Belgrano,2026-05-26 14:00:43.114330,1201,18.94,Alto,-34.56333070472728,-58.45176018045483
6136,Rivadavia,Almagro,2026-05-26 14:02:43.114330,1011,14.07,Alto,-34.613804651723456,-58.42464343606852
1386,Libertador,Constitucion,2026-05-26 14:04:43.114330,951,41.34,Alto,-34.625164590015,-58.38620410204784
1477,Juan B. Justo,Palermo,2026-05-26 14:06:43.114330,80,30.44,Bajo,-34.590570043770285,-58.428250477066904
5241,Paseo Colon,Flores,2026-05-26 14:08:43.114330,1429,35.04,Alto,-34.629810877187914,-58.46371809332329
4588,Santa Fe,Palermo,2026-05-26 14:10:43.114330,162,47.03,Bajo,-34.58342092952319,-58.431171088609815
2794,Corrientes,Puerto Madero,2026-05-26 14:12:43.114330,775,19.0,Medio,-34.61129965264478,-58.362850327330314
7718,9 de Julio,Constitucion,2026-05-26 14:14:43.114330,928,22.36,Alto,-34.63107478370039,-58.377408865184684
2501,Cabildo,Gral. San Martín,2026-05-26 14:16:43.114330,995,26.63,Alto,34.339996876551425,58.32396580341429
6550,Rivadavia,Caballito,2026-05-26 14:18:43.114330,656,28.24,Medio,-34.62233822291911,-58.441082428720044
3782,Callao,Flores,2026-05-26 14:20:43.114330,1481,38.63,Alto,-34.6335694565736,-58.459080512535074
9263,Paseo Colon,Almagro,2026-05-26 14:22:43.114330,1402,52.65,Alto,-34.60857348218063,-58.41899299472203
7987,Paseo Colon,Puerto Madero,2026-05-26 14:24:43.114330,917,16.9,Alto,-34.6075776207067,-58.36380524829722
4389,9 de Julio,Gral. San Martín,2026-05-26 14:26:43.114330,523,65.58,Medio,34.345796590880866,58.321118378778415
1367,Santa Fe,Puerto Madero,2026-05-26 14:28:43.114330,834,34.98,Medio,-34.61500644928278,-58.36812102032086
2155,Libertador,Constitucion,2026-05-26 14:30:43.114330,1010,26.71,Alto,-34.624002123185285,-58.379312795632714
9485,Paseo Colon,Palermo,2026-05-26 14:32:43.114330,678,53.76,Medio,-34.58983809014395,-58.42913479337156
9613,Callao,Retiro,2026-05-26 14:34:43.114330,853,45.73,Medio,-34.58831862514294,-58.37319295368992
3897,Belgrano,Microcentro,2026-05-26 14:36:43.114330,1110,48.55,Alto,-34.608006941204245,-58.385952657669165
9039,Rivadavia,Almagro,2026-05-26 14:38:43.114330,1302,10.22,Alto,-34.60993573356719,-58.42094027938921
8371,Rivadavia,Belgrano,2026-05-26 14:40:43.114330,408,39.89,Medio,-34.56412979807983,-58.45440173564382
3732,Juan B. Justo,Caballito,2026-05-26 14:42:43.114330,463,45.76,Medio,-34.62286109862181,-58.43812815994059
